,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,-0.69,-5.16,-0.17,2.69,-0.83,2.00,2.36,-1.21
SVWP,-0.69,,-5.68,0.47,3.62,-0.20,3.57,4.67,-0.57
DCC_joint,-5.16,-5.68,,4.79,7.44,5.22,9.79,12.65,7.15
SW_cross_validated,-0.17,0.47,4.79,,2.79,-0.61,2.13,2.47,-0.93
SW_15,2.69,3.62,7.44,2.79,,-3.68,-1.47,-1.53,-4.39
SW_30,-0.83,-0.20,5.22,-0.61,-3.68,,3.59,4.55,-0.27
SW_60,2.00,3.57,9.79,2.13,-1.47,3.59,,0.16,-5.92
SW_120,2.36,4.67,12.65,2.47,-1.53,4.55,0.16,,-14.42
sFC,-1.21,-0.57,7.15,-0.93,-4.39,-0.27,-5.92,-14.42,
